Body name,Body,"Request ref","Request summary","Receipt date","Complete date","Derived working days","Outcome","Service area"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102407","Licence details on Catwalk Pet Shop, Barkingside",14/04/2010 00:00:00,16/04/2010 00:00:00,2,"Withdrawn","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102404","Various questions on use of RIPA",14/04/2010 00:00:00,19/04/2010 00:00:00,3,"Information already available elsewhere","Strategic Services (Customer Service & Performance)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102405","Number of times LBR has used RIPA in last 24 months.",14/04/2010 00:00:00,19/04/2010 00:00:00,3,"Information already available elsewhere","Strategic Services (Customer Service & Performance)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102426","Questionnaire re: Parking Enforcement which consist of several questions that require addressing.  see questionnaire logged for FOI team 102408.",15/04/2010 00:00:00,22/04/2010 00:00:00,5,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102408","Questionnaire on FOI recording.  See also request 102426.",15/04/2010 00:00:00,23/04/2010 00:00:00,6,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102409","Amount spent on suppliers 2006/7/8",15/04/2010 00:00:00,28/04/2010 00:00:00,9,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102411","Details of Occupational/Health and Safety Manager",16/04/2010 00:00:00,19/04/2010 00:00:00,1,"Information not held","Strategic Services (Customer Service & Performance)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102412","Election expenditure of London Assembly candidates",16/04/2010 00:00:00,13/05/2010 00:00:00,18,"Information not held","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102416","Where primary/junior school children move to when they leave for secondary schools.",16/04/2010 00:00:00,12/05/2010 00:00:00,17,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102410","Information about Fly Tipping & Skip Permits in your area",16/04/2010 00:00:00,17/05/2010 00:00:00,20,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102413","List of all empty properties in the borough.",17/04/2010 00:00:00,10/05/2010 00:00:00,14,"Closed - no response re clarification","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102415","Amount of funding received from central government from 1970 to date",18/04/2010 00:00:00,18/05/2010 00:00:00,20,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102414","Latest food hygiene inspection reports on list of fast food outlets",18/04/2010 00:00:00,26/05/2010 00:00:00,26,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102417","Various questions on households LBR sends to other boroughs/how many tents housed within Redbridge.",19/04/2010 00:00:00,30/04/2010 00:00:00,9,"Information not held","Housing (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102420","How many school days missed by pupils away on authorised/authorised holidays.",20/04/2010 00:00:00,30/04/2010 00:00:00,8,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102421","Questions on whether LBR has introduced a new motto/mission statement within last 5 years.",20/04/2010 00:00:00,17/05/2010 00:00:00,18,"Information Provided","Strategic Services (Customer Service & Performance)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102418","Various questions on corporate credit cards - use by staff",20/04/2010 00:00:00,14/05/2010 00:00:00,17,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102419","Genas Report - see full description",21/04/2010 00:00:00,28/04/2010 00:00:00,5,"Information Provided","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102422","Various questions on children being reported as sexually abused at nursery schools.",21/04/2010 00:00:00,26/04/2010 00:00:00,3,"Refused","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102423","Names/addresses  of all commercial premises served with a noise abatement notice.",22/04/2010 00:00:00,26/05/2010 00:00:00,23,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102425","Questions on FTE employees employed/sickness/prizes offiered re reducing sickness/management level employees",22/04/2010 00:00:00,24/05/2010 00:00:00,21,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102424","List of all non domestic rate accounts currently overpaid or in credit.",22/04/2010 00:00:00,30/07/2010 00:00:00,69,"Refused","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102427","Questions on exclusions for pupils physically assulting staff in primary/secondary schools",22/04/2010 00:00:00,21/05/2010 00:00:00,20,"Partial Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102430","Various questions on benefits received by employees as part of salary/payments received by employees",23/04/2010 00:00:00,22/06/2010 00:00:00,40,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102440","Licensing under the 1952 Hypnotism Act",23/04/2010 00:00:00,28/05/2010 00:00:00,24,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102431","Organisational charts for Children and Adults Social Services",26/04/2010 00:00:00,27/04/2010 00:00:00,1,"Partial Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102435","List of all commercial properties owned by the council.",27/04/2010 00:00:00,26/05/2010 00:00:00,20,"Information Provided","Property & Building Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102432","Requesting pewrsonal details from prmises licence application for Richmond Mini Market",27/04/2010 00:00:00,29/04/2010 00:00:00,2,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102434","Request for information regarding Mr T from personal alcohol licence.",27/04/2010 00:00:00,29/04/2010 00:00:00,2,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102433","Wants the name of the person who made a complaint to Trading Standards.",27/04/2010 00:00:00,10/05/2010 00:00:00,8,"Refused","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102436","Is contact centre accredited by an external oganisation mark.",28/04/2010 00:00:00,10/05/2010 00:00:00,7,"Information Provided","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102437","Information regarding admissions to reception at St Bede's RC School and nursery 2010",28/04/2010 00:00:00,21/05/2010 00:00:00,16,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102441","Request for information regarding overseas trips from 1/1/09 to date.",29/04/2010 00:00:00,14/06/2010 00:00:00,30,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102439","(a) addresses and rateable values of empty Commercial properties with a current rateable value between �18,000 and �20,000 that are within Redbridge Borough Council area; and       (b) the names and addresses of the owners of those properties referred to in (a)",29/04/2010 00:00:00,14/07/2010 00:00:00,52,"Partial information provided, rest not held","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102438","the average number of days permanent employees are absent from work per year due to sickness.",29/04/2010 00:00:00,18/06/2010 00:00:00,34,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102444","Information on sickness/occupational health.",29/04/2010 00:00:00,06/05/2010 00:00:00,4,"Cancelled - duplicate","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102443","|nformation on pay and bonuses for jobs and number of people employed.",29/04/2010 00:00:00,,0,"","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102442","Information regarding Customer Contact centre costs and resources",29/04/2010 00:00:00,25/05/2010 00:00:00,17,"Information Provided","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102445","Information regarding staff sickness absence by headcount",29/04/2010 00:00:00,25/05/2010 00:00:00,17,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102446","Information about compensation claims in past three years.",30/04/2010 00:00:00,11/05/2010 00:00:00,6,"Refused","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102449","Does LBR run some form of heritage plaque system to commemorate buildings/sites",04/05/2010 00:00:00,06/05/2010 00:00:00,2,"Information Provided","Culture, Sport & Community Learning (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102450","Various questions on staff numbers/ledgers and number of building control applications.",04/05/2010 00:00:00,18/06/2010 00:00:00,32,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102448","tell me whether your council has any plans in place to allow staff to watch matches during this summer's football World Cup during what would otherwise be their normal working hours?",04/05/2010 00:00:00,17/05/2010 00:00:00,9,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102447","Supply Traffic Regulation Orders for whole of Clements Road, Ilford.",04/05/2010 00:00:00,18/05/2010 00:00:00,10,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102451","Various questions on pensions i.e. staff retiring early/average age/youngest/still working",05/05/2010 00:00:00,18/06/2010 00:00:00,31,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102454","Visitor and issue figures for each of LBR libraries for 2009/10",05/05/2010 00:00:00,13/05/2010 00:00:00,6,"Information Provided","Culture, Sport & Community Learning (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102453","Copy of LBR Bullying and Harassment/Dignity at Work Policy.",05/05/2010 00:00:00,24/05/2010 00:00:00,13,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102452","How much has the authority spent on outside storage.",05/05/2010 00:00:00,27/05/2010 00:00:00,16,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102455","Charge to owners for returning stray animals/how much money received by Council/how many animals rounded up",06/05/2010 00:00:00,21/05/2010 00:00:00,11,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102457","Information regarding UTMC projects and funding",07/05/2010 00:00:00,18/05/2010 00:00:00,7,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102456","damaged or defective road surfaces in your borough.   1) How many claims were made from claimants alleging damage to vehicles or personal injury in the last twelve months from April 2009 - April 2010 in your borough?  What was the total amount of these claims?   2) What value was actually paid out by your borough?   3) How does this compare to the previous years April 2008 - April 2009? April 2007 to 2008",07/05/2010 00:00:00,11/05/2010 00:00:00,2,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102458","Is there a programme/initiative to reduce the carbon footprint of the Council.",08/05/2010 00:00:00,11/05/2010 00:00:00,1,"Information Provided","Property & Building Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102459","How many applications received by LBA for disabled facility grants in 2009/10 and approved",10/05/2010 00:00:00,07/06/2010 00:00:00,19,"Information Provided","Housing (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102461","Various questions on cycle parking spaces provided in and around Town Hall",11/05/2010 00:00:00,07/06/2010 00:00:00,18,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102460","Information re computers and computer networks",11/05/2010 00:00:00,09/06/2010 00:00:00,20,"Information Provided","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102463","Information about occupancy of council houses",11/05/2010 00:00:00,02/06/2010 00:00:00,15,"Information Provided","Redbridge Homes (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102464","Information about number of staff and sickness absence",11/05/2010 00:00:00,18/06/2010 00:00:00,27,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102462","Information about polling stations and staff and ballot papers",11/05/2010 00:00:00,25/05/2010 00:00:00,10,"Partial Information Provided","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102466","information about the investments of Councils pension fund.",12/05/2010 00:00:00,26/05/2010 00:00:00,10,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102465","Information regarding recycling",12/05/2010 00:00:00,13/05/2010 00:00:00,1,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102467","Information re complaints re untidy land in Lowbrook Road",13/05/2010 00:00:00,25/05/2010 00:00:00,8,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102468","1.	Number of Flats within your Borough (i.e. households without garden) 2.	Number of houses with garden spaces (households with garden) 3.	Is there any land allotments within the borough (both used and unused) 4.	The council's policy regarding land allotments (i.e. how the land is allocated)",13/05/2010 00:00:00,31/05/2010 00:00:00,12,"Partial information provided, rest not held","Culture, Sport & Community Learning (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102469","request a full structure chart including names and job titles of all individuals on salary scale PO6 or above.",17/05/2010 00:00:00,24/05/2010 00:00:00,5,"Information not held","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102471","copies of or have access to all papers relating to the project of the playground at Brocket Way, this includes all papers on the consultation and all papers on the costings and expenditure relating to this project.  As I believe the playground does not cater for the needs of our local children, it has not been fairly consulted on and that the funds have not been spent effectively.",17/05/2010 00:00:00,28/05/2010 00:00:00,9,"Withdrawn","Culture, Sport & Community Learning (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102472","Information about parking fines and traffic wardens",17/05/2010 00:00:00,19/05/2010 00:00:00,2,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102470","Information on recruitment costs and contracts",17/05/2010 00:00:00,22/06/2010 00:00:00,25,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102473","Information re allegations against teachers",17/05/2010 00:00:00,11/08/2010 00:00:00,61,"Partial information provided, rest not held","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102505","1The total number of children who were in residential care paid for by the authority for the financial year 2009/10.  2 The budget for these placements.  3 The proportion of placements that were with/without education.  Envelope provided for response.",18/05/2010 00:00:00,02/07/2010 00:00:00,32,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102474","I would like to request a complete list of public toilets within your borough, including addresses, opening times, whether male or female and whether they have wheelchair access. these would include any toilets that are open to the general public that you have a record of.   If you consider that this information is already in the public domain, I would be grateful if, under Section 16 of the Act, you provided a weblink to details of each toilet.",18/05/2010 00:00:00,21/05/2010 00:00:00,3,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102476","All information held by your borough that relates to any parking contraventions in my name. Any documentation,emails and data          Date from: : September 2009         Date to: : May 2010         Other information: : Please send me all data that relates to me held by your borough in relation to transport/parking",18/05/2010 00:00:00,21/05/2010 00:00:00,3,"Refused","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102475","I would like to request a complete list of establishments that that council has licensed to serve alcohol (and which are currently licensed).  I would like the name of the establishment, as well as an address.",18/05/2010 00:00:00,26/05/2010 00:00:00,6,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102478","Information regarding stray dogs",19/05/2010 00:00:00,25/05/2010 00:00:00,4,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102488","Information on why Aldersbrook School is used as a polling station, including investigations to consider alternatives.",19/05/2010 00:00:00,09/06/2010 00:00:00,14,"Information Provided","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102479","Information re penalty charge notices and cctv cameras",20/05/2010 00:00:00,07/06/2010 00:00:00,11,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102477","provide me with the exact locations and facilities of the play parks within your authority including within your respective boroughs if applicable.",20/05/2010 00:00:00,02/06/2010 00:00:00,8,"Information Provided","Culture, Sport & Community Learning (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102480","Information about staff sickness at Trinity School",20/05/2010 00:00:00,01/09/2010 00:00:00,72,"","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102482","Information regarding compensation claims from students.",21/05/2010 00:00:00,03/06/2010 00:00:00,8,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102481","Please could you present me with a list of all public buildings in your remit that have Display Energy Certificates to date (including schools and all other public buildings requiring a DEC).   This information should include the RRN number, Related RRN number,  Issue date of certificate, Organisation name, Address details and the Energy Rating Band.",21/05/2010 00:00:00,07/06/2010 00:00:00,10,"Information Provided","Property & Building Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102484","Information about the Prevent Programme in London (Redbridge)",21/05/2010 00:00:00,07/07/2010 00:00:00,32,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102483","Information regarding council tax paid by households on gypsy/travellor sites",21/05/2010 00:00:00,28/07/2010 00:00:00,47,"Information Provided","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102487","The accounts for The London Borough Of Redbridge 2009-10",24/05/2010 00:00:00,24/05/2010 00:00:00,0,"Information already available elsewhere","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102497","Information about recovery of unpaid council tax.",24/05/2010 00:00:00,23/06/2010 00:00:00,21,"Partial Information Provided","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102486","How many political assistants � or officers with other job titles who are allowed to give politically partisan advice to councillors � are employed by the Council? What are the salaries of these officers, and how much does the Council spend in total per annum on these officers� salaries?",24/05/2010 00:00:00,14/06/2010 00:00:00,14,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102485","Information about the Council CMS",24/05/2010 00:00:00,17/06/2010 00:00:00,17,"Information not held","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102491","Information regarding a property in Kinfauns Road",25/05/2010 00:00:00,14/07/2010 00:00:00,35,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102495","information on procurement contracts and expenditure",25/05/2010 00:00:00,21/06/2010 00:00:00,18,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102493","provide me with the following information about unplanned school closures (snow, boiler breakdown, sickness, staff absences, strikes etc etc) over the last four calendar years (May 2006 - May 2010)",25/05/2010 00:00:00,05/07/2010 00:00:00,28,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102508","Wants test report obtained during investigation",25/05/2010 00:00:00,06/07/2010 00:00:00,29,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102489","Police reports made to and from the given address         Date from: : 01.01.07         Date to: : 01.01.10",25/05/2010 00:00:00,25/05/2010 00:00:00,0,"Information not held","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102492","the total amount of money paid to trade unions by Redbridge Council and the amount of staff time spent on union activities by Redbridge Council employees.",25/05/2010 00:00:00,25/06/2010 00:00:00,22,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102490","Information about Cleansing and Grounds maintenance contracts",25/05/2010 00:00:00,27/05/2010 00:00:00,2,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102496","Information about Olympic torch relay",26/05/2010 00:00:00,28/05/2010 00:00:00,2,"Information Provided","Culture, Sport & Community Learning (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102500","1, Details (i.e. addresses/contact phone numbers) of any new schools/colleges that will be opening (including details of when they are due to open) in your borough in 2010 and 2011  2, Details of who I would need to contact to discuss the possible supply and recycle of printer cartridges to these new schools.  Please can you provide this information by email.",26/05/2010 00:00:00,03/06/2010 00:00:00,5,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102494","Information regarding Council tax at committal hearings",26/05/2010 00:00:00,23/06/2010 00:00:00,19,"Information not held","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102498","Information on committal hearings arranged by LBR from 1 jan 2006 to 31 Dec 2009.",26/05/2010 00:00:00,23/06/2010 00:00:00,19,"Information not held","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102499","Information re reduction/remission of council tax liability by the court.",26/05/2010 00:00:00,23/06/2010 00:00:00,19,"Partial information provided, rest not held","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102502","1.      How many Automatic Number Plate Recognition (ANPR) cameras does your authority operate? 2.      Where is each one positioned? 3.      Why are they sited where they are?",27/05/2010 00:00:00,22/06/2010 00:00:00,17,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102513","Regarding shop keepers on Barkingside High Street ....How many notices have been issued, how many fines paid and how many licences have been revoked.",27/05/2010 00:00:00,04/06/2010 00:00:00,5,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102501","Dispute over Blue Badge application.",27/05/2010 00:00:00,05/07/2010 00:00:00,26,"Partial Information Provided","Adult Social Services (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102503","Information regarding unqualified social work professionals",27/05/2010 00:00:00,05/07/2010 00:00:00,26,"Closed - no response re clarification","Adult Social Services (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102504","Information about Highways and adoption of privately owned land",27/05/2010 00:00:00,11/06/2010 00:00:00,10,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102506","Deficit of pension fund/how invested",31/05/2010 00:00:00,21/06/2010 00:00:00,14,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102509","Various questions on use of CCTV Smart Cars.",01/06/2010 00:00:00,10/06/2010 00:00:00,7,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102507","Full submission made to Newham council before Newham Council made a planning decision to permit the increase in aircraft movements at London City Airport.",01/06/2010 00:00:00,,0,"","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102510","Full details of information held on persons deceased with no known next of kin.",02/06/2010 00:00:00,09/06/2010 00:00:00,5,"Information Provided","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102512","Various questions on pay/training etc., for teaching assistants.",02/06/2010 00:00:00,08/07/2010 00:00:00,26,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102511","Various quetions on adoption and fostering.",02/06/2010 00:00:00,30/06/2010 00:00:00,20,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102515","Rateable values and rents payable on all bowling greens.",04/06/2010 00:00:00,29/06/2010 00:00:00,17,"Information Provided","Culture, Sport & Community Learning (Housing & Community Services)"
